date,academy,name,psychometric_score,presentation_score
Thursday 14 November 2019,Birmingham Academy,Tad Worsley,59,21
Thursday 14 November 2019,Birmingham Academy,Jed Durram,65,22
Thursday 15 August 2019,Birmingham Academy,Neda Marmyon,62,23
Thursday 15 August 2019,Birmingham Academy,Fredia Barnish,44,21
Thursday 15 August 2019,Birmingham Academy,Brittaney Roughey,58,19
Thursday 15 August 2019,Birmingham Academy,Saree Daens,54,19
Thursday 15 August 2019,Birmingham Academy,Stevie Houliston,62,17
Thursday 15 August 2019,Birmingham Academy,Axe Mckall,63,16
Thursday 15 August 2019,Birmingham Academy,Shamus Mccomish,56,23
Thursday 15 August 2019,Birmingham Academy,Devondra Blabey,57,22
Thursday 15 August 2019,Birmingham Academy,Marion Consadine,60,20
Thursday 15 August 2019,Birmingham Academy,Celine Doree,66,17
Thursday 15 August 2019,Birmingham Academy,Phyllys Baelde,69,24
Thursday 15 August 2019,Birmingham Academy,Cecile Lates,55,22
Thursday 15 August 2019,Birmingham Academy,Charlean Devons,52,14
Thursday 15 August 2019,Birmingham Academy,Avrit Gawith,59,23
Thursday 15 August 2019,Birmingham Academy,Doralin Purkess,49,24
Thursday 15 August 2019,Birmingham Academy,Nikolos Yashin,57,20
Thursday 15 August 2019,Birmingham Academy,Emmanuel Deniske,50,16
Thursday 15 August 2019,Birmingham Academy,Mella Aubin,51,22
Thursday 15 August 2019,Birmingham Academy,Cal Loache,53,20
Thursday 15 August 2019,Birmingham Academy,Salaidh Loveday,48,16
Thursday 15 August 2019,Birmingham Academy,Gisela Aisbett,60,19
Thursday 15 August 2019,Birmingham Academy,Gifford Buffey,40,25
Thursday 15 August 2019,Birmingham Academy,Mendie Mcbean,52,27
Thursday 15 August 2019,Birmingham Academy,Donall Skitch,62,11
Thursday 15 August 2019,Birmingham Academy,Cornall Wastall,64,16
Thursday 15 August 2019,Birmingham Academy,Nancie Sazio,58,16
Thursday 15 August 2019,Birmingham Academy,Redford Bubbings,50,19
Thursday 15 August 2019,Birmingham Academy,Starr Curcher,59,25
Thursday 15 August 2019,Birmingham Academy,Pegeen O'Lochan,61,18
Thursday 15 August 2019,Birmingham Academy,Beret Devonside,64,23
Thursday 15 August 2019,Birmingham Academy,Bevon Mustill,56,23
Thursday 15 August 2019,Birmingham Academy,Donnamarie Schofield,60,20
Thursday 15 August 2019,Birmingham Academy,Sigismund Izkovici,50,18
Thursday 15 August 2019,Birmingham Academy,Kata Jedrasik,62,8
Thursday 15 August 2019,Birmingham Academy,Dorothy Hailwood,66,16
Thursday 15 August 2019,Birmingham Academy,Robinet Renwick,70,20
Thursday 15 August 2019,Birmingham Academy,Shae Ainslie,58,21
Thursday 15 August 2019,Birmingham Academy,Florance Durram,39,17
Thursday 15 August 2019,Birmingham Academy,Bondon Josselson,57,21
Thursday 15 August 2019,Birmingham Academy,Cora Klausewitz,55,24
Tuesday 15 January 2019,London Academy,Em Dun,56,21
Tuesday 15 January 2019,London Academy,Taffy Elderfield,46,19
Tuesday 15 January 2019,London Academy,Clemmie Kayley,56,19
Tuesday 15 January 2019,London Academy,Thorny Uwins,51,19
Tuesday 15 January 2019,London Academy,Dorey Mcquillan,53,27
Tuesday 15 January 2019,London Academy,Marga Simmig,56,24
Tuesday 15 January 2019,London Academy,Devland Benkin,64,24
Tuesday 15 January 2019,London Academy,Worth Kos,63,20
Tuesday 15 January 2019,London Academy,Regan Pittaway,53,20
Tuesday 15 January 2019,London Academy,Linnea Dulling,64,16
Tuesday 15 January 2019,London Academy,Gabey Fisbburne,46,19
Tuesday 15 January 2019,London Academy,Kellie Althorp,63,19
Tuesday 15 January 2019,London Academy,Quintus Penella,57,17
Tuesday 15 January 2019,London Academy,Guillermo Riha,60,20
Tuesday 15 January 2019,London Academy,Wanids Simison,53,20
Wednesday 15 May 2019,London Academy,Cherise Dudbridge,49,19
Wednesday 15 May 2019,London Academy,Thurstan Denman,42,18
Wednesday 15 May 2019,London Academy,Maxi Macgaughey,56,25
Wednesday 15 May 2019,London Academy,Ulrika Lemerie,58,15
Wednesday 15 May 2019,London Academy,Tait Harlett,36,21
Wednesday 15 May 2019,London Academy,Dion Pavlasek,57,20
Wednesday 15 May 2019,London Academy,Rodolfo Woloschinski,49,19
Wednesday 15 May 2019,London Academy,Sansone Caghan,48,23
Wednesday 15 May 2019,London Academy,Adamo Osment,51,20
Wednesday 15 May 2019,London Academy,Alfi Janku,52,20
Wednesday 15 May 2019,London Academy,Oliver Thacke,52,14
Wednesday 15 May 2019,London Academy,Garret Pleasaunce,55,20
Wednesday 15 May 2019,London Academy,Sheba Everal,52,25
Wednesday 15 May 2019,London Academy,Adham Petrolli,61,22
Wednesday 15 May 2019,London Academy,Garvin Ianizzi,51,18
Wednesday 15 May 2019,London Academy,Marysa Heathorn,67,23
Wednesday 15 May 2019,London Academy,Sanford Larking,60,19
Wednesday 15 May 2019,London Academy,Dalt Le Grand,62,21
Wednesday 15 May 2019,London Academy,Rainer Josefovic,57,24
Wednesday 15 May 2019,London Academy,Selestina Mcbean,51,15
Wednesday 15 May 2019,London Academy,Alain Peinton,61,21
Wednesday 15 May 2019,London Academy,Oswell Burdis,47,20
Wednesday 15 May 2019,London Academy,Audrey Bossel,46,16
Wednesday 15 May 2019,London Academy,Morgen Keningham,49,18
Wednesday 15 May 2019,London Academy,Denny Enga,57,23
Tuesday 15 October 2019,London Academy,Ivor Quogan,39,16
Tuesday 15 October 2019,London Academy,Thibaut Edbrooke,49,13
Tuesday 15 October 2019,London Academy,Chancey Bitten,50,18
Tuesday 15 October 2019,London Academy,Noland Origin,55,20
Tuesday 15 October 2019,London Academy,Correna Sutherel,51,26
Tuesday 15 October 2019,London Academy,Doretta Hallor,54,20
Tuesday 15 October 2019,London Academy,Addi Larter,43,20
Tuesday 15 October 2019,London Academy,Tierney Twatt,51,19
Tuesday 15 October 2019,London Academy,Wileen Gartenfeld,54,20
Tuesday 15 October 2019,London Academy,Ileane Margarson,63,23
Tuesday 15 October 2019,London Academy,Mateo Hanburry,58,21
Tuesday 15 October 2019,London Academy,Hogan Raffan,53,27
Tuesday 15 October 2019,London Academy,Creighton Estrella,59,21
Tuesday 15 October 2019,London Academy,Bryna Delle,51,20
Tuesday 15 October 2019,London Academy,Cristy Rutledge,51,23
Tuesday 15 October 2019,London Academy,Codi Kear,64,24
Tuesday 15 October 2019,London Academy,Madalyn Facey,60,25
Tuesday 15 October 2019,London Academy,Tymothy Titchard,52,24
Tuesday 15 October 2019,London Academy,Janeen Pinney,59,14
Tuesday 15 October 2019,London Academy,Locke Lacelett,56,19
Tuesday 15 October 2019,London Academy,Daren Windrum,59,21
Tuesday 15 October 2019,London Academy,Caria Trillow,53,16
Tuesday 15 October 2019,London Academy,Corby Cristofolini,41,26
Tuesday 16 April 2019,London Academy,Lay Trosdall,61,21
Tuesday 16 April 2019,London Academy,Kimbell Lasseter,57,19
Tuesday 16 April 2019,London Academy,Orazio Brawn,68,25
Tuesday 16 April 2019,London Academy,Cilka Anlay,43,18
Tuesday 16 April 2019,London Academy,Irina Marritt,61,23
Tuesday 16 April 2019,London Academy,Tye Worgen,52,13
Tuesday 16 April 2019,London Academy,Darcy Srutton,66,21
Tuesday 16 April 2019,London Academy,Westbrooke Wonham,56,20
Tuesday 16 April 2019,London Academy,Jessee Chisnall,51,24
Tuesday 16 April 2019,London Academy,Ali Outram,54,17
Tuesday 16 April 2019,London Academy,Annalise Easom,51,23
Tuesday 16 April 2019,London Academy,Corty Frearson,50,21
Tuesday 16 April 2019,London Academy,Terri Spensley,58,25
Tuesday 16 April 2019,London Academy,Elli Villalta,40,27
Tuesday 16 April 2019,London Academy,Karina Ingyon,57,18
Tuesday 16 April 2019,London Academy,Reina Loudiane,49,17
Tuesday 16 April 2019,London Academy,Karlene Mcdermott-Row,64,19
Tuesday 16 April 2019,London Academy,Stacie Heads,63,23
Tuesday 16 April 2019,London Academy,Dillon Gemnett,55,24
Tuesday 16 April 2019,London Academy,Chloette Van Weedenburg,47,22
Tuesday 16 April 2019,London Academy,Louise Dowse,50,20
Tuesday 16 April 2019,London Academy,Yelena Kelleway,52,25
Tuesday 16 April 2019,London Academy,Isabelita Alexandrou,63,22
Tuesday 16 April 2019,London Academy,Dickie Kearton,61,20
Tuesday 16 April 2019,London Academy,Celle Barlas,65,23
Wednesday 16 January 2019,London Academy,Huey Broodes,46,25
Wednesday 16 January 2019,London Academy,Lorianna Weinham,53,18
Wednesday 16 January 2019,London Academy,Ingar Huckstepp,44,18
Wednesday 16 January 2019,London Academy,Roxanne Edie,54,21
Wednesday 16 January 2019,London Academy,Thorpe Maddie,49,16
Wednesday 16 January 2019,London Academy,Abigail Dunsmore,56,25
Wednesday 16 January 2019,London Academy,Goran Eton,60,23
Wednesday 16 January 2019,London Academy,Raquela Elcox,63,22
Wednesday 16 January 2019,London Academy,Yolanda Fosse,61,20
Wednesday 16 January 2019,London Academy,Corri Pund,58,26
Wednesday 16 January 2019,London Academy,Stephan Bahls,59,24
Wednesday 16 January 2019,London Academy,Felecia Mcblain,47,24
Wednesday 16 January 2019,London Academy,Conchita Gumey,57,18
Wednesday 16 January 2019,London Academy,Pierson Mills,47,20
Wednesday 16 January 2019,London Academy,Ingeberg Othen,59,20
Wednesday 16 January 2019,London Academy,Garvin Dracey,54,23
Wednesday 16 January 2019,London Academy,Garrott Demaine,58,19
Wednesday 16 January 2019,London Academy,Wilona Pammenter,63,15
Wednesday 16 January 2019,London Academy,Lynnett Swin,58,23
Wednesday 16 January 2019,London Academy,Gustaf Lude,51,20
Wednesday 16 January 2019,London Academy,Monah Dowling,49,24
Wednesday 16 January 2019,London Academy,Randall Waller,53,19
Wednesday 16 January 2019,London Academy,Thomasine Poundford,65,22
Wednesday 16 January 2019,London Academy,Anatole Peterffy,62,17
Wednesday 16 January 2019,London Academy,Simon Murrey,50,19
Wednesday 16 January 2019,London Academy,Zaccaria Bussons,61,20
Wednesday 16 January 2019,London Academy,Staci Harlett,56,11
Wednesday 16 January 2019,London Academy,Trstram Goodyer,61,20
Wednesday 16 January 2019,London Academy,Theodosia Creenan,52,22
Wednesday 16 January 2019,London Academy,Melba Cobain,44,22
Wednesday 16 January 2019,London Academy,Ricca Sowden,55,21
Wednesday 16 January 2019,London Academy,Drona Lemonby,51,22
Wednesday 16 January 2019,London Academy,Cory Greene,58,24
Tuesday 16 July 2019,London Academy,Donalt Gummoe,66,19
Tuesday 16 July 2019,London Academy,Farlee Baalham,66,20
Tuesday 16 July 2019,London Academy,Zsa Zsa Rounsefull,61,20
Tuesday 16 July 2019,London Academy,Verena Townes,59,22
Tuesday 16 July 2019,London Academy,Ludvig Grzes,53,19
Tuesday 16 July 2019,London Academy,Karoly Skates,51,20
Tuesday 16 July 2019,London Academy,Kellyann Yorkston,54,21
Tuesday 16 July 2019,London Academy,Olly Mougenel,52,18
Tuesday 16 July 2019,London Academy,Alan Hallewell,68,13
Tuesday 16 July 2019,London Academy,Bowie Endersby,51,23
Tuesday 16 July 2019,London Academy,Erina Stockau,46,21
Tuesday 16 July 2019,London Academy,Fons Ghiotto,58,19
Tuesday 16 July 2019,London Academy,Markos Walter,51,24
Tuesday 16 July 2019,London Academy,Mirilla Bottinelli,51,18
Tuesday 16 July 2019,London Academy,Rodolfo Garret,60,21
Tuesday 16 July 2019,London Academy,Alli Ludewig,64,22
Tuesday 16 July 2019,London Academy,Elnore Schwandner,51,21
Tuesday 16 July 2019,London Academy,Gradeigh Hamblin,60,17
Tuesday 16 July 2019,London Academy,Brewer Calderbank,50,20
Tuesday 16 July 2019,London Academy,Nettle Heffer,43,21
Tuesday 16 July 2019,London Academy,Ulrikaumeko Bowsher,52,17
Tuesday 16 July 2019,London Academy,Vina Flott,57,18
Tuesday 16 July 2019,London Academy,Alexis Shee,47,20
Tuesday 16 July 2019,London Academy,Portia Farfalameev,59,18
Tuesday 16 July 2019,London Academy,Martelle Veneur,43,14
Tuesday 16 July 2019,London Academy,Tad Mcilhagga,65,18
Thursday 16 May 2019,Birmingham Academy,Bobby Mccracken,46,24
Thursday 16 May 2019,Birmingham Academy,Andrei Musslewhite,51,23
Thursday 16 May 2019,Birmingham Academy,Vilhelmina Kissell,63,21
Thursday 16 May 2019,Birmingham Academy,Standford Brewitt,56,22
Thursday 16 May 2019,Birmingham Academy,Alfi Mccracken,63,18
Thursday 16 May 2019,Birmingham Academy,Mercedes Cadden,48,20
Thursday 16 May 2019,Birmingham Academy,Linus Pietruszewicz,58,21
Thursday 16 May 2019,Birmingham Academy,Corena Birtley,46,25
Thursday 16 May 2019,Birmingham Academy,Philippa Mccalister,51,16
Thursday 16 May 2019,Birmingham Academy,Sebastiano Ramsby,43,16
Thursday 16 May 2019,Birmingham Academy,Patin Storek,51,24
Thursday 16 May 2019,Birmingham Academy,Alidia Govett,56,19
Thursday 16 May 2019,Birmingham Academy,Juieta Tellett,63,26
Thursday 16 May 2019,Birmingham Academy,Fonz Grzegorzewicz,48,16
Thursday 16 May 2019,Birmingham Academy,Heindrick Mckiddin,58,25
Thursday 16 May 2019,Birmingham Academy,Benedikt Scogings,59,25
Thursday 16 May 2019,Birmingham Academy,Davidson Biskupiak,40,21
Thursday 16 May 2019,Birmingham Academy,Abey Lightollers,62,19
Thursday 16 May 2019,Birmingham Academy,Gerianne Bagge,58,16
Thursday 16 May 2019,Birmingham Academy,Filberto Annis,54,25
Wednesday 16 October 2019,London Academy,Clay Perillo,68,18
Wednesday 16 October 2019,London Academy,Margaretta Gedling,55,25
Wednesday 16 October 2019,London Academy,Arlie Baynam,43,22
Wednesday 16 October 2019,London Academy,Deana Lynds,61,25
Wednesday 16 October 2019,London Academy,Chucho Kegan,51,19
Wednesday 16 October 2019,London Academy,Olly Aitkenhead,45,17
Wednesday 16 October 2019,London Academy,Adey Bramwell,52,12
Wednesday 16 October 2019,London Academy,Jordain Offen,62,21
Wednesday 16 October 2019,London Academy,Englebert Hedman,62,20
Wednesday 16 October 2019,London Academy,Elvera Gorman,54,20
Wednesday 16 October 2019,London Academy,Aland Houchin,44,17
Wednesday 16 October 2019,London Academy,Jesus Keller,54,12
Wednesday 16 October 2019,London Academy,Engelbert Palatino,64,24
Wednesday 16 October 2019,London Academy,Zondra Lindgren,48,19
Wednesday 16 October 2019,London Academy,Caren Puig,54,24
Wednesday 16 October 2019,London Academy,Marmaduke Kiefer,64,21
Wednesday 16 October 2019,London Academy,Gabi Fice,55,22
Wednesday 16 October 2019,London Academy,Tiffi Reddlesden,50,21
Wednesday 16 October 2019,London Academy,Mirabelle Tidder,66,19
Wednesday 16 October 2019,London Academy,Evelyn Lukash,47,17
Wednesday 16 October 2019,London Academy,Elita Foch,51,26
Wednesday 16 October 2019,London Academy,Winona Carlaw,68,24
Wednesday 17 April 2019,London Academy,Rivi Epinay,53,19
Wednesday 17 April 2019,London Academy,Ash Hannon,59,19
Wednesday 17 April 2019,London Academy,Marie-Ann Vaar,52,21
Wednesday 17 April 2019,London Academy,Alli Sleeford,55,20
Wednesday 17 April 2019,London Academy,Maure Tink,47,17
Wednesday 17 April 2019,London Academy,Erastus Wenger,43,18
Wednesday 17 April 2019,London Academy,Brooks Gethouse,55,19
Wednesday 17 April 2019,London Academy,Ilka Moodie,51,25
Wednesday 17 April 2019,London Academy,Mylo Leband,44,16
Wednesday 17 April 2019,London Academy,Gianina Bessent,56,25
Wednesday 17 April 2019,London Academy,Brendon Ferrieri,73,20
Wednesday 17 April 2019,London Academy,Ashli Mullaney,49,19
Wednesday 17 April 2019,London Academy,Ellerey Shenton,46,23
Wednesday 17 April 2019,London Academy,Guinna Garford,50,17
Wednesday 17 April 2019,London Academy,Suzy Blaisdell,59,24
Wednesday 17 April 2019,London Academy,Gradey Connor,54,22
Wednesday 17 April 2019,London Academy,Carlyn Durram,55,14
Wednesday 17 April 2019,London Academy,Biddy Rapps,53,19
Wednesday 17 April 2019,London Academy,Thea Labbey,40,22
Wednesday 17 April 2019,London Academy,Annemarie Dulinty,48,26
Wednesday 17 April 2019,London Academy,Beth Tiner,64,23
Wednesday 17 April 2019,London Academy,Kayle Ferenc,52,20
Wednesday 17 April 2019,London Academy,Gonzalo Danniell,50,22
Tuesday 17 December 2019,London Academy,Charmian Martinuzzi,58,22
Tuesday 17 December 2019,London Academy,Eba Tarbath,51,21
Tuesday 17 December 2019,London Academy,Nobe Guerrazzi,54,19
Tuesday 17 December 2019,London Academy,Gerda Yuille,59,20
Tuesday 17 December 2019,London Academy,Berkly Fishleigh,51,24
Tuesday 17 December 2019,London Academy,Sherwood Sandercock,57,20
Tuesday 17 December 2019,London Academy,Blondelle Jaan,63,15
Tuesday 17 December 2019,London Academy,Hermie Lassell,49,24
Tuesday 17 December 2019,London Academy,Lawton Hiddsley,58,17
Tuesday 17 December 2019,London Academy,Giuseppe Cobbin,50,14
Tuesday 17 December 2019,London Academy,Gipsy Seres,54,22
Tuesday 17 December 2019,London Academy,Rube Beals,59,22
Tuesday 17 December 2019,London Academy,Ives Weddell,54,16
Tuesday 17 December 2019,London Academy,Vera Broadfoot,63,20
Tuesday 17 December 2019,London Academy,Brew Botterell,54,17
Tuesday 17 December 2019,London Academy,Celesta Binion,61,25
Tuesday 17 December 2019,London Academy,Maison Purse,61,20
Tuesday 17 December 2019,London Academy,Arne Warne,41,21
Tuesday 17 December 2019,London Academy,Raffaello Mortlock,36,20
Tuesday 17 December 2019,London Academy,Lee Ambrogioli,63,20
Tuesday 17 December 2019,London Academy,Edna Dilston,68,22
Tuesday 17 December 2019,London Academy,Rafaelita D'Ambrogi,57,18
Thursday 17 January 2019,Birmingham Academy,Agneta Fantini,58,19
Thursday 17 January 2019,Birmingham Academy,Kare Garvill,48,17
Thursday 17 January 2019,Birmingham Academy,Chucho Tift,56,12
Thursday 17 January 2019,Birmingham Academy,Teddy Ham,59,25
Thursday 17 January 2019,Birmingham Academy,Marc Extance,46,16
Thursday 17 January 2019,Birmingham Academy,Lauretta Bartell,51,24
Thursday 17 January 2019,Birmingham Academy,Kala Doeg,48,28
Thursday 17 January 2019,Birmingham Academy,Linoel Fissenden,59,19
Thursday 17 January 2019,Birmingham Academy,Reinaldos Rayne,59,16
Thursday 17 January 2019,Birmingham Academy,Zechariah Salzberger,47,19
Thursday 17 January 2019,Birmingham Academy,Sylvan Asher,51,24
Thursday 17 January 2019,Birmingham Academy,Georgie Perel,51,25
Thursday 17 January 2019,Birmingham Academy,Lazar Seligson,67,11
Thursday 17 January 2019,Birmingham Academy,Bernadette Gerardi,53,21
Thursday 17 January 2019,Birmingham Academy,Jenifer Pickles,41,15
Thursday 17 January 2019,Birmingham Academy,Tonnie Royden,44,20
Thursday 17 January 2019,Birmingham Academy,Gelya Pyson,54,23
Thursday 17 January 2019,Birmingham Academy,Aida Bothams,56,22
Thursday 17 January 2019,Birmingham Academy,Muffin Wigglesworth,53,21
Thursday 17 January 2019,Birmingham Academy,Bart Godilington,57,15
Thursday 17 January 2019,Birmingham Academy,Allianora Rowdell,55,22
Thursday 17 January 2019,Birmingham Academy,Randy Semken,61,23
Thursday 17 January 2019,Birmingham Academy,Wakefield Jeves,58,17
Thursday 17 January 2019,Birmingham Academy,Nettie Civitillo,55,17
Thursday 17 January 2019,Birmingham Academy,Barnabas Crinion,64,23
Thursday 17 January 2019,Birmingham Academy,Kylynn Jewes,58,19
Thursday 17 January 2019,Birmingham Academy,Archaimbaud Buller,63,18
Wednesday 17 July 2019,London Academy,Romola Coldtart,54,20
Wednesday 17 July 2019,London Academy,Shea Chasmoor,59,19
Wednesday 17 July 2019,London Academy,Eldin Broster,55,22
Wednesday 17 July 2019,London Academy,Fee Karpe,53,19
Wednesday 17 July 2019,London Academy,Antonius Heape,51,20
Wednesday 17 July 2019,London Academy,Rad Bench,55,22
Wednesday 17 July 2019,London Academy,Emmett Stogill,51,19
Wednesday 17 July 2019,London Academy,Roxie Glasby,55,14
Wednesday 17 July 2019,London Academy,Ofilia Keizman,62,17
Wednesday 17 July 2019,London Academy,Alex Peascod,58,13
Wednesday 17 July 2019,London Academy,Patrizia Wyre,56,19
Wednesday 17 July 2019,London Academy,Courtnay Duiged,62,17
Wednesday 17 July 2019,London Academy,Sarena Weatherill,59,22
Wednesday 17 July 2019,London Academy,Barr Khosa,49,20
Wednesday 17 July 2019,London Academy,Evin De Roeck,62,18
Wednesday 17 July 2019,London Academy,Brooke Paolino,49,19
Wednesday 17 July 2019,London Academy,Laird Grece,51,24
Wednesday 17 July 2019,London Academy,Paulina Tear,52,21
Wednesday 17 July 2019,London Academy,Marsha Lippett,48,22
Wednesday 17 July 2019,London Academy,Avictor Moorey,62,23
Wednesday 17 July 2019,London Academy,Joseito Duiged,60,22
Wednesday 17 July 2019,London Academy,Hastie Hantusch,55,16
Wednesday 17 July 2019,London Academy,Burnaby Mackay,52,22
Wednesday 17 July 2019,London Academy,Linc Ridgway,68,23
Wednesday 17 July 2019,London Academy,Adelbert Terney,49,21
Thursday 17 October 2019,Birmingham Academy,Any Shotbolt,60,17
Thursday 17 October 2019,Birmingham Academy,Korry Kenworth,60,19
Thursday 17 October 2019,Birmingham Academy,Stephie Boorne,38,23
Thursday 17 October 2019,Birmingham Academy,Ashely Brittles,50,21
Thursday 17 October 2019,Birmingham Academy,Sammie Beams,63,19
Thursday 17 October 2019,Birmingham Academy,Adda Bromont,56,21
Thursday 17 October 2019,Birmingham Academy,Evey Whiteland,55,17
Thursday 17 October 2019,Birmingham Academy,Verine Pickring,54,18
Thursday 17 October 2019,Birmingham Academy,Walt Kirkby,57,20
Thursday 17 October 2019,Birmingham Academy,Kingsly Emmer,40,16
Thursday 17 October 2019,Birmingham Academy,Damiano Petrusch,49,19
Thursday 17 October 2019,Birmingham Academy,Dina Mcgookin,57,18
Thursday 17 October 2019,Birmingham Academy,Patten Tinman,63,26
Thursday 17 October 2019,Birmingham Academy,Fabio Cattemull,65,18
Thursday 17 October 2019,Birmingham Academy,Dudley Whiles,54,15
Thursday 17 October 2019,Birmingham Academy,Teirtza Ghion,62,19
Thursday 17 October 2019,Birmingham Academy,Alice Vickery,47,20
Thursday 17 October 2019,Birmingham Academy,Tucky Henstridge,60,19
Thursday 17 October 2019,Birmingham Academy,Hildy Todd,49,15
Thursday 17 October 2019,Birmingham Academy,Sandy Droogan,53,19
Thursday 17 October 2019,Birmingham Academy,Drucy Adolthine,50,24
Thursday 17 October 2019,Birmingham Academy,Dyna Cristofano,55,19
Thursday 17 October 2019,Birmingham Academy,Hyacinth Meron,53,16
Thursday 17 October 2019,Birmingham Academy,Dru Pabel,50,27
Thursday 17 October 2019,Birmingham Academy,Lorin Jozef,50,17
Thursday 17 October 2019,Birmingham Academy,Misty Pitt,64,21
Thursday 17 October 2019,Birmingham Academy,Vernor D'Almeida,50,22
Thursday 17 October 2019,Birmingham Academy,Brittan Mouat,51,21
Thursday 17 October 2019,Birmingham Academy,Den Roman,56,18
Thursday 17 October 2019,Birmingham Academy,Ezequiel Cotsford,54,22
Tuesday 17 September 2019,London Academy,Conrad Ceillier,46,17
Tuesday 17 September 2019,London Academy,Parry Oswick,46,21
Tuesday 17 September 2019,London Academy,Duffie Hanscombe,56,24
Tuesday 17 September 2019,London Academy,Isacco Matuschek,62,16
Tuesday 17 September 2019,London Academy,Woody Orritt,46,19
Tuesday 17 September 2019,London Academy,Adah Silverton,59,22
Tuesday 17 September 2019,London Academy,Michel Chaffey,48,22
Tuesday 17 September 2019,London Academy,Cristal Jeans,62,25
Tuesday 17 September 2019,London Academy,Torie Alessandrini,58,12
Tuesday 17 September 2019,London Academy,Michel Khoter,47,19
Tuesday 17 September 2019,London Academy,Ruby Larciere,50,19
Tuesday 17 September 2019,London Academy,Wolfie Macieja,57,25
Tuesday 17 September 2019,London Academy,Davidde Tuohy,58,23
Tuesday 17 September 2019,London Academy,Otes Kemster,52,26
Tuesday 17 September 2019,London Academy,Abdul Nail,52,12
Tuesday 17 September 2019,London Academy,Brendan Tithecott,55,23
Tuesday 17 September 2019,London Academy,Jacinthe Packham,61,23
Tuesday 17 September 2019,London Academy,Bevon Clayworth,55,16
Tuesday 17 September 2019,London Academy,Krista Trethewey,47,23
Tuesday 17 September 2019,London Academy,Philomena Cessford,54,20
Tuesday 17 September 2019,London Academy,Fiona Goodboddy,50,16
Tuesday 17 September 2019,London Academy,Pasquale Critten,49,23
Tuesday 17 September 2019,London Academy,Boniface Tansley,54,20
Tuesday 17 September 2019,London Academy,Toma Macgibbon,47,18
Tuesday 17 September 2019,London Academy,Blane Manderson,61,19
Tuesday 17 September 2019,London Academy,Constantine Caslett,62,25
Tuesday 17 September 2019,London Academy,Keene Slimm,64,24
Tuesday 17 September 2019,London Academy,Sibylle Juris,51,22
Tuesday 17 September 2019,London Academy,Zondra Fippe,60,15
Tuesday 17 September 2019,London Academy,Kendall Daughtrey,50,21
Tuesday 17 September 2019,London Academy,Gena Trustrie,46,22
Tuesday 17 September 2019,London Academy,Papageno Kinnerley,47,18
Tuesday 17 September 2019,London Academy,Averill Pickance,54,23
Tuesday 17 September 2019,London Academy,Star Lapthorn,52,14
Tuesday 17 September 2019,London Academy,Shawn Robertshaw,47,22
Tuesday 17 September 2019,London Academy,Patricio Stenet,50,20
Tuesday 17 September 2019,London Academy,Elicia Nutkin,51,18
Tuesday 17 September 2019,London Academy,Colleen Rossey,41,19
Tuesday 17 September 2019,London Academy,Siegfried Everal,53,23
Tuesday 17 September 2019,London Academy,Chandra Best,57,22
Tuesday 17 September 2019,London Academy,Standford Glanert,41,20
Tuesday 17 September 2019,London Academy,Silvio Randal,63,13
Tuesday 17 September 2019,London Academy,Janka Clemencet,53,22
Tuesday 17 September 2019,London Academy,Nathaniel Iannetti,46,19
Tuesday 17 September 2019,London Academy,Berkley Bartomeu,57,14
Tuesday 17 September 2019,London Academy,Lamar Macgebenay,57,20
Tuesday 17 September 2019,London Academy,Kalvin Wadworth,50,14
Tuesday 17 September 2019,London Academy,Daria Tudge,57,14
Tuesday 17 September 2019,London Academy,Hastings Flower,48,28
Tuesday 17 September 2019,London Academy,Umeko Bozier,54,17
Thursday 18 April 2019,Birmingham Academy,Kassi Pinnock,63,15
Thursday 18 April 2019,Birmingham Academy,Rip Mcilvenny,64,21
Thursday 18 April 2019,Birmingham Academy,Sibyl Braddick,61,26
Thursday 18 April 2019,Birmingham Academy,Janet Copner,55,26
Thursday 18 April 2019,Birmingham Academy,Ivett Bridel,59,22
Thursday 18 April 2019,Birmingham Academy,Mandy Margaret,48,14
Thursday 18 April 2019,Birmingham Academy,Brose Benaine,54,17
Thursday 18 April 2019,Birmingham Academy,Aggy Hefferan,60,17
Thursday 18 April 2019,Birmingham Academy,Candie Geare,40,24
Thursday 18 April 2019,Birmingham Academy,Nanette Borrill,59,24
Thursday 18 April 2019,Birmingham Academy,Hervey Climer,59,22
Thursday 18 April 2019,Birmingham Academy,Shelagh Barthel,66,16
Thursday 18 April 2019,Birmingham Academy,Sonnnie Stelljes,66,19
Thursday 18 April 2019,Birmingham Academy,Pren Abramovicz,63,15
Thursday 18 April 2019,Birmingham Academy,Felice Culkin,49,20
Thursday 18 April 2019,Birmingham Academy,Haroun Mccrohon,57,19
Thursday 18 April 2019,Birmingham Academy,Elliot Ruckert,62,20
Thursday 18 April 2019,Birmingham Academy,Othilia Skypp,59,22
Thursday 18 April 2019,Birmingham Academy,Ivett Pote,49,25
Thursday 18 April 2019,Birmingham Academy,Thatcher Frankish,63,21
Thursday 18 April 2019,Birmingham Academy,Joycelin Doerffer,56,21
Thursday 18 April 2019,Birmingham Academy,Felicia Annion,46,22
Thursday 18 April 2019,Birmingham Academy,Wendell Thomassen,55,19
Thursday 18 April 2019,Birmingham Academy,Chandler Ilchenko,44,24
Wednesday 18 December 2019,London Academy,Mirabelle Shakeshaft,58,26
